Genes,Bc12,Ch40.2,Ch22.2,Ch22.1,Ch22,Ch22.3,Bc12.1,Bc24.1,Bc18.1,Ch40.3,Ch40.1,Bc18,Bc24,Ch40
AT1G06137,0.0,6.408780055815949,3.473679911524857,3.918343826611313,4.348692888252323,4.032762863433001,0.0,0.8975871947482603,0.8836142028188766,6.37798774537341,5.524851507545427,0.7087228047708811,0.0,5.310865794601037
AT4G38130,5.431764134041975,5.187399861742082,6.021802416143462,5.782000160423214,5.80550947673658,6.052792032267519,5.445801815845875,6.269647846313009,5.668135332020407,5.333202536006044,5.555135649109669,5.726874704229074,6.403571402457548,5.533426866473748
AT5G43060,2.8303224456444727,5.48499134194415,4.884640931414278,4.7589551573979865,4.762779685669994,4.777454586918839,2.906416891423452,5.643328403465443,3.2200971901295894,5.381160154512785,5.073659325336656,2.652711197805772,5.615257194490074,4.897768714585151
AT4G02600,4.682964311066416,4.645632615190085,5.490016114337571,5.438111035546891,5.5211254468159146,5.58830693006466,4.75573236157941,4.261744912771722,4.725733137521772,4.721283491062582,4.924472192613022,4.714370413719619,4.257373915126422,5.0996976876232445
AT2G17380,4.56188119677835,4.800538065209333,4.898860205350398,5.019932872104565,4.922438264693623,5.054112111845718,4.525342872815528,4.591720210880192,4.365334565840203,5.084227872196761,5.266191370659599,4.72001717853235,4.574498751954364,5.070069824906498
AT4G33985,3.774449895582747,4.766131027452042,4.5378172703712085,4.331792925192454,4.537716174335653,4.721514847881018,3.4675441137298897,2.858709082459364,1.6772563907754767,4.812982731932511,4.830440016348215,1.6423480429084003,2.783512949825881,4.723346143592907
AT1G20910,2.583868689184288,1.8828290904683307,2.6060895487053486,2.7265775599810005,2.519030834203668,2.8036369170849285,2.562237547082455,2.5796330496159707,2.7908995982753986,1.9010566500064692,2.249274083947697,2.67867471762066,2.8745821495354185,2.072765574708078
AT1G44446,5.813591106724381,4.104373023557184,5.084444676451521,4.962805468735741,4.930442511965192,5.036033941243615,5.964835700980839,5.091064191204296,7.998959105236093,4.1199370518077005,4.794189163707477,7.638128244256396,5.427547955981212,4.533079418671315
AT4G02230,6.843021035409538,6.716226331580098,7.618009454399251,7.421336093043673,7.408798099171398,7.622751476323581,6.689922193040995,6.887473534080608,7.167209493460491,6.621653779409441,7.100114669293065,7.618363725068873,7.008905141688361,7.097031589742693
AT3G50670,4.8652466343969305,5.211910083723756,5.869215685156642,5.76693276225188,5.810889813279005,5.844689002484115,4.819955817356303,5.420562187105312,5.106519451488072,5.159752783887978,5.557890111200749,5.242785502167315,5.595084531899958,5.429867953226976
AT1G32740,2.9830652577321204,3.0928116332344366,2.5349431860084755,3.003660892858212,2.941895664761601,1.9253034374293785,3.0255699800260945,3.0127077425482023,2.771978863196974,3.2747292657959046,2.7547808324531315,3.564771404097983,2.877638763205569,2.969016410668261
AT1G07745,2.970835984505913,2.319791257337508,2.632061266204459,3.0254878353300905,2.611999723944089,2.667970224092919,2.977286356093396,2.4118866134669004,2.7683629586135914,2.268243349303932,2.587999179312531,2.539402788048408,2.414206343284432,2.629807271122414
AT5G24530,3.974370023756396,6.479789452251588,7.626457305491009,6.999610159700917,7.084047736075483,7.641661003473031,4.469920204998883,7.009977467511757,5.262844985723625,6.549711440324344,7.102402390756558,5.242079031338343,6.967321459220433,7.093864939816876
AT5G09920,6.060972111818585,5.742504011662891,6.09181085325454,6.15347369067628,5.997761643100089,5.973011368821113,5.835436490013187,4.413459144076773,5.897818662789171,5.909827829800489,5.807470368944059,6.054762310896965,4.7183633160849245,5.861901910567906
AT1G66460,0.8067564304876805,4.305266976702977,5.053807745721412,4.501363642998275,4.540840401078362,5.062002769192947,0.8941698561241374,2.0134157297863435,1.2427608720057095,4.231661961890754,4.577750096454394,0.9749169671469315,1.882537337527784,4.596849488616961
AT3G27473,0.2689489637571526,0.3358834864301913,0.766714554655214,0.2300519436309044,0.4336749332243585,0.7746836721846746,0.3519134884220569,0.1823281577598082,0.9102744280384398,0.4319386899616022,0.2479294078080527,0.7876072712509115,0.3417141370217322,0.1291534184532374
AT1G16030,2.29864464299941,4.694508010935335,3.266761096769737,2.865702755332725,3.1252947926771046,3.157249738413719,2.4818047011807645,2.532456272628091,1.8168947660822143,4.830443148395569,4.397697631924066,2.519947994095201,2.499731336647751,4.243818543086682
AT5G35410,2.7223976885917684,3.329297804509177,3.2931842634803257,3.266603950801521,3.3882726501438287,3.30225304929711,2.4110151793242363,2.8057848735915365,2.3760714180467826,3.202699787954476,3.259848747165818,2.8581692187146435,2.7958122196419306,3.3199573798333364
AT3G03690,3.2040307617910546,2.1359519537819374,3.148531496638162,2.9025030216479677,3.0245015711245675,3.327947918148064,2.9440740320728205,2.444927688300976,2.515659468791848,2.2118558275890776,2.187750415968078,2.330835847187444,2.457244829296634,2.1588380089269155
AT2G39190,5.340030870667956,2.9029857079114167,4.035425029877972,3.8108561228594096,3.7751075208838087,4.091358881766532,5.343322511599147,4.549447313658837,5.062550084575888,2.80225801707441,3.003317053895414,5.049349318261509,4.685561212983741,3.1279644074419144
AT4G19560,1.2155668029311582,0.708696397207791,1.138916453901313,0.982628227545293,1.0917727898801128,1.4050661889655864,1.3306460336405592,0.902456921793078,1.1869689427685055,0.5082194491351025,0.5397286068881293,1.285532798052929,1.0798059256254164,0.8725553226963879
AT1G12880,4.393973773331572,2.308603318065848,3.547712427062748,2.8322837793690026,2.704682975807663,3.4774965044588586,4.493269352748015,3.433775072717372,3.654398788918189,2.4498339233419557,2.284890257153415,3.493232956343836,3.4232129222228607,2.5788563233060064
AT2G23170,0.3625291906819261,2.612641766218137,3.9354336123839446,4.31251746743643,4.239678817046536,4.098186840436211,0.1275340293043726,7.630151805604822,1.9789976419647184,2.2616259345758687,3.4947143131257805,1.7546462737976043,7.175808887678406,3.599690842004976
AT3G10330,4.217980534160661,3.7985971454458314,4.176059770992836,4.264732242751423,4.405258109794255,4.510037250575971,3.9240770684261874,3.886381797907916,3.533492382705361,3.8576925742876007,4.096941975442594,3.8468301835636662,4.058993037980769,3.749194816102513
AT5G62740,5.936038478250711,6.388150331587621,6.092926819283423,6.108671906070166,6.065282160336594,5.938137122996103,5.935181159242914,6.208200407665095,5.772241679228925,6.260180536223956,6.666697237313588,5.986781983047131,6.251548770992495,6.5543353141134375
AT1G48230,3.92784519317557,3.253698156131779,4.3053662174268,4.011578964241242,4.082352902021796,4.312734522918064,3.967736675956545,4.299738706994993,3.925647344273045,3.285190572245535,3.763979972517073,3.755801820936382,4.464677589283654,3.675404711594061
AT1G10060,1.9403479109781216,4.505737608674332,5.393788219589151,5.038763845999054,5.03581064892842,5.301230455198859,1.7905120321930506,2.6698362090874403,1.8518676511260057,4.644884097988914,4.717929522583473,1.9596743189116232,2.7407041855926413,4.746646354698243
AT5G62370,0.5914876210579448,0.6684559425831156,1.471962955341224,1.7860087338402424,1.309302718150438,1.862674476688575,0.4956030530446857,1.1251062941690992,1.2770954096803364,0.5566385397004273,1.17927798237733,1.4287040453528308,1.4712103115027622,1.1375909922288612
AT2G01150,4.5704434105784095,3.459295676026933,5.422878810696152,4.685219206017703,4.985704906750335,5.3173698144648585,4.397939492201487,4.378332844695311,2.519890100773902,2.4343334164722696,4.488973018972637,2.6112370230245228,4.165099582024772,4.066878397051839
AT5G65350,0.404354000355044,1.6178218835987646,0.8721562798096595,1.399113022518661,2.2438247624482552,2.4927626284622098,1.2068005237140549,1.9124638875343205,1.6240075605852824,1.163327250915767,1.8733649440263256,1.3579662717374772,2.1293257606914064,0.9161065631793318
AT1G67840,6.524632050548851,3.143310872913532,4.864563752521802,4.603857195592189,4.56914661675961,4.626671688350325,6.457507747397415,4.88353618067308,6.0636265064575126,3.1415225763864543,3.910147877438484,5.892759368778216,5.107332277848169,3.8818090288452503
AT2G35910,1.6217580242956582,4.608021136694281,4.131898014788561,3.65155812126923,3.9446303759745858,3.9118484610692095,1.1218285615305357,3.939186949921127,2.162490061251256,4.421880044752039,4.389470092620564,2.490056546918161,3.7509503110491473,4.130902339147248
AT1G13650,3.4712850490927867,0.0,0.1773695213339848,0.0,0.0,0.0,3.851778593294391,0.3425687089059647,3.9357175061768697,0.0,0.0,2.888120136206952,0.2623049892940057,0.1887046700710734
AT2G14620,0.0,4.314597831610521,1.8647986623262212,2.272262450686081,1.8018072449401936,1.5311301059496605,0.985092151706054,4.673435881911725,1.0643718393949424,4.334970114161547,4.973317618823119,0.664636228635979,3.6471630637701034,5.1100224504140135
AT4G14320,5.790442430614002,5.761479083024182,6.130176330298324,6.10633989957885,6.027827282996027,6.179908590268056,5.784913632185096,4.88037013683019,5.900854452731525,5.649563377313776,5.959023780706289,6.35741700304033,5.046896568346955,6.024182667450477
AT4G35880,3.2558561754834945,1.9699051528496052,3.509858305361057,3.3141498948811745,3.142328100267018,3.508755762182321,3.2939667331371885,3.5962328245021107,1.9495786977244487,1.7358161751704384,2.548810031641226,2.1607669999691907,3.7737833993188734,2.658873015969985
AT2G41505,1.0407812941292287,2.485103497957306,2.909567333515556,2.8388634586179644,3.10417333168917,2.66986110893223,0.5135915681225396,1.257081924335448,1.6049200344864076,2.2162509935479284,2.9937518060002324,1.6534966042890644,0.7565724446265122,3.044042526495933
AT1G55390,0.0,0.0,0.2261584106643312,0.3230672316637091,0.2261430830388705,0.228968200588767,0.0,0.2836985718077701,0.2267944174525717,0.2251731058293799,0.1253069900155799,0.6554326647432323,0.3804976096931009,0.125180209625778
AT2G38120,4.06062006675524,3.2041815154163875,5.285195755174913,4.846428673843971,4.924992513562731,5.367097987140967,3.924689508567937,4.5473821363781575,3.4123385861478037,3.243022723070877,4.110511222054489,3.156801166556041,5.045670691386712,3.933662865616181
AT1G70060,4.131356409354785,4.204820861872006,4.630758041261295,4.642384194414038,4.578784378331573,4.579001774270431,4.096238052213455,4.466498562986592,4.392527283680176,4.155082605373532,4.381331698158665,4.223024228888518,4.353054486960961,4.287668192240227
AT1G64850,6.684653449304815,5.904343816532301,6.1728407887436205,6.273092671623929,6.229334534261735,6.078845327906909,6.779037717820885,5.059689133460575,6.610859170268987,5.942559190343757,6.15147802054555,6.663483990760402,5.100112135028998,6.074327337996214
AT4G31920,4.247278407869793,4.04501237311286,4.233539457614893,4.164771928859437,3.999487373484155,4.196709696895755,4.314672448735439,4.311663851452282,4.598860686696607,4.120710029769802,4.152799695674326,4.809226384883516,4.233614088408543,4.240152644504119
AT3G57830,1.3800930373291438,0.1848430243917775,0.91950025096202,0.7450883335594436,0.3496769895099911,0.874948548419553,1.579104277774528,2.162555494507614,1.248319206221728,0.1846006564273975,0.5260301247230017,1.0596101047520483,2.622055029703449,0.2865835083267948
AT4G23895,2.3651251206173955,2.030549475835118,2.490163576447256,2.473357380961036,2.423400075189792,2.3104560206628606,2.41079896379476,2.498993900786342,2.506743657335183,2.081623605093076,2.161324538956059,2.3255965752256587,2.290875626846705,2.4450394961487074
AT1G26440,5.478391474849756,6.408707173976613,6.501237285204407,6.354995494624429,6.428343586291699,6.537921726910403,5.234748577748575,5.072287511929453,4.689968644666631,6.3953546309958735,6.461052219062968,4.833949789049645,4.97790504385218,6.322509828305487
AT1G72990,2.6291702972148667,3.153026404464955,3.321920568106415,3.479806284888563,3.507821672042802,3.2956286069663863,2.507737316597474,2.516986383100138,2.696778347720297,3.151236575181737,2.933797346088501,3.049822218609144,2.7373414850403326,3.019858851120633
AT1G77405,0.8394427057840621,0.7058470751104566,1.4714268407650313,1.2469632472884902,0.7076605360806814,1.3448846911453778,0.9090958217349286,1.0722124499155743,0.817336109517062,0.5889737708343901,0.8579863733742208,0.4661762324766747,1.3832301995715175,0.7453438479660566
AT5G64330,3.9793620869631208,1.6589455035645884,4.3425863750543625,3.94712562742645,3.891618843930334,4.249322103389213,4.055555239589636,4.013879128798508,3.442406230572636,1.6575677474183714,2.678497000740818,3.26984640704804,4.380777643998923,2.5959281990745504
AT4G39720,0.4886900945686034,0.3889565853693419,0.6016564188578911,0.4937843994189632,0.7860843499064765,0.6082514912260641,0.4764448195148683,1.8254956049894449,0.6985176527281487,0.3884802598632308,0.0,0.5534383351084757,1.838514441607566,0.2881765627902464
AT3G25060,0.5374352148536512,0.7430105980748485,0.9022817762593116,1.099206177826842,0.9022326568488186,1.4653958200857282,0.572202165995048,0.4288740274827748,0.6609351322185263,0.7421992030631211,0.2708289758541139,0.3683041430875425,0.6678334622046054,0.599990805311396
AT4G14360,5.270827703686163,3.371897198719996,4.6793308710206665,4.54542268435669,4.546503557770146,4.838743567240959,5.310949583431528,5.030392975934134,5.064050535183633,3.5279213067115425,4.000967975979066,4.6710734290274685,5.144182559966152,3.814592070715185
AT4G22670,5.069217349349238,5.159743522738967,5.873484982743342,6.172766297684443,6.118997187696996,5.836731305733702,4.991480222479908,6.849962322535967,5.007316857137447,5.287139869713481,5.739718610795851,5.376301658316501,7.027651212596241,5.657470670855242
AT2G03450,2.338781490826204,4.00588627415718,3.50248232546197,3.4508838769177057,3.8990692881328974,3.5308919415359123,2.253126940459388,3.106112165158297,2.424532035283192,3.949478393435893,3.981252831223344,2.789959853806337,3.124818490396814,4.060913469970199
AT4G36450,0.5508067630089586,1.6916154312671736,2.28643736334441,1.866822323618606,2.098138775639521,2.1625579872779697,1.0243673283254169,1.502672595616325,0.2011650840698745,1.5509619286808574,1.619959742593339,0.0,1.7109067686413937,1.7613544480934435
AT5G57290,6.632743250760852,6.732586240041027,6.585829743083584,6.552201823011694,6.552056226005024,6.578010227269669,6.388944655837948,6.471289207505032,6.889618704446561,6.7454914789705,6.534420434530583,7.228799784747308,6.772122098329779,6.776626754534278
AT3G57680,3.2783936626432437,2.128806178436464,2.358795111500097,2.0943503441386504,2.0404573624598,1.9818573577053595,3.103253842151806,0.9271168316289397,2.9741643184723787,2.058909125255065,2.273975202859705,3.742754915167437,1.2895504962685485,2.160575507073621
AT3G62750,6.860545363430576,4.407618789635092,5.994319886865377,6.021861732667695,6.132830339988624,5.951329830547954,6.846910794928974,4.274266616832033,5.382169828544204,4.476517823270271,5.094026983231024,5.333889989931764,4.611301092204013,5.228130060782648
AT2G17060,0.349075605851004,1.4185016512147572,1.2186547846655118,1.107448896928998,1.194190245363118,1.0205049562043838,0.2292282687820159,0.1634556325706173,0.3044416075491084,1.1656493695883066,1.4390925792696607,0.2699569184545418,0.1101424629471112,1.248593018333493
AT1G80600,6.355799021405584,5.578422115617371,6.202339286180359,6.051999384268993,6.100248498277051,6.283168512481179,6.351768981180613,6.419607501955562,6.206657722297425,5.567861796030944,5.924176461638105,6.497074364615826,6.516081746935126,5.72688721906379
AT4G08310,4.363994910982999,3.474406557984661,4.416378611829127,4.342569930240821,4.393239648894575,4.332068394941872,4.262370728577515,4.445666956842166,4.092594484152089,3.435637959466906,3.759142141847183,4.235029791981415,4.395822708842741,3.7577301006174033
AT5G59010,2.3023917677226016,1.8555107291218893,2.93317690905572,2.9412420599078275,3.173161681824597,3.026363977138764,2.4097457803663387,3.039934187751081,2.1140467457772942,2.1283443803510687,2.2317007465678023,2.681431343242121,3.6665517143302058,2.401587747526268
AT5G27600,3.759869295869572,5.245011710759584,5.20141681726786,5.136667873530724,5.141191098867873,5.165116077323683,3.7078795848522006,5.765448518942167,4.47621314757564,5.297373957902855,5.390670779285367,4.880752380754714,5.67841332999606,5.412011808120695
AT5G63930,2.5979955013746467,4.092693185177259,3.955970110284888,3.941600891483504,4.066397580590737,3.806559449847725,2.86036586848548,2.8890651720350995,2.430182234078247,4.019649128218924,3.900030307069981,2.65796054627783,2.997145424280951,3.914480168710789
AT5G20130,5.0675240745774754,3.881570560956912,4.52032619107078,4.331436481678098,4.397347906043881,4.612591442315504,5.009224701855133,3.151007894273336,5.04802209531167,3.66923217573238,3.824358171261893,4.797353203961543,3.3475651122278256,4.147795247585118
AT3G11530,4.386167134115005,4.6819647216459135,5.092068548911668,4.936946303361848,4.864150331833681,4.850635663832367,4.234653361074863,4.212082580803917,4.467185441737765,4.596638157206505,4.714999268173544,4.62057583857266,4.591484970495669,4.804974437311633
AT3G19640,4.504022772739032,5.092437335880784,5.28099392352278,5.288052360669869,5.307900129323058,5.314829898908662,4.531236875121628,5.249724601261601,4.545689530846268,4.998128700273207,5.109475514364502,4.745223313721665,5.212799610827708,5.089638310525708
AT4G28880,5.333793006619389,5.524492242179982,5.567040757681897,5.65311991960556,5.665755193396941,5.609311423410914,5.435599419406127,5.872860298685209,5.475778975303143,5.44368040371013,5.431613090595357,5.432857233218615,5.841725440060081,5.477840450368904
AT4G31351,0.0,2.4300251128196,0.9112878928122052,2.4172650768559483,2.4338396895918804,1.477736731693146,1.6870891036772553,0.5371333352863328,0.0,2.4283828603629827,1.5278402303022516,1.8689885422054784,0.9221375001585808,0.956632438491319
AT3G14370,0.1298196118055682,0.1640748465644744,0.6818888143647277,1.2082649684512146,0.8843026913262325,0.7947933908307303,0.2968603544638425,0.9474277418564984,0.447468123392326,0.6793296130937362,0.1753317574184047,0.5410150904142281,1.5377108141295686,0.0
AT2G24450,0.0,0.4980976244059114,0.0,0.0,0.0,0.2745775158117794,0.0,0.0,0.2720100779943102,0.0,0.0,0.2088509333044689,0.1441735988436012,0.2880216200330524
AT2G02740,3.5956909106243238,1.8903497907006448,2.584457721682359,2.5932589783682336,2.635712425120352,2.6005205747090065,3.346939722449499,2.0017999651997798,2.995436384899316,2.010022702278841,2.1652450688547105,3.5200726544827057,2.1448440457135205,1.8755196096743625
AT1G68630,0.0,5.470652644354718,1.449350854045653,1.7426053471503318,1.6614786928069796,1.4615849891644177,0.0,5.069485358403314,1.66454635807448,5.30544412703278,5.000057069774562,0.4069020871866534,4.282951277633322,4.977568568261753
AT5G16240,2.389868700100651,2.9509524958126723,4.65158443452623,4.068380099351108,4.093093830768014,4.485506410203722,2.300484281350448,1.6705378076771866,2.67673914677707,2.848197272898956,3.5692282196650447,2.418401574523108,1.7651189797278044,3.853032516199628
AT2G37260,4.128509672660403,0.0,0.5460812237391597,0.1549822047095169,0.7571263501281698,0.432662645883398,2.854802278613444,2.181070106704018,0.2995450840486267,0.4259553659573394,0.0,0.831517045075635,1.7133502075574707,0.3170066821815934
AT3G08943,3.4870562434652053,3.3804429354455867,4.426048855710829,4.280529916256818,4.313903810985315,4.440092911315427,3.743117428465796,4.76180462904664,4.129185562615159,3.4977520918519707,3.769989003415588,4.48759741738226,4.948120053963516,3.832526392587688
AT3G57730,3.172280767319511,4.176930737799945,4.232472363234328,3.9680129035411262,3.957067343251988,4.250709864283845,3.123867266581941,3.0919625443210426,3.120599642459097,3.965883308991292,3.8697349719736303,3.3360525894267608,2.932909834297435,3.968156359654479
AT2G44420,3.941015707797675,3.987135567609403,4.351368579256157,4.211302634222789,4.255535656958884,4.236259502235385,3.850047954641105,3.786100441224439,3.662930135020453,3.99265346016864,4.224375600977884,3.9421300606047702,3.642191712168317,4.080980703546286
AT3G13510,4.6937242623776845,0.7716702961656708,2.7955319242133654,1.891786435346353,1.8721554946326195,2.7362051801386365,4.748473341353847,4.208711800081125,4.6244390294686095,0.9128963113255716,1.4368313478480217,3.6805574038008775,4.71348788703114,1.485529914462378
AT4G28060,5.604696615341331,6.325026112009577,6.169194365310346,6.234626936269111,6.162458009948405,6.1704266322068735,5.429122453167839,5.137691232260895,5.3083163403949785,6.256402555637677,6.524481900112967,5.701368533953905,5.117115108601279,6.346699242083745
AT1G09890,0.1139936744315208,0.0739417539084389,0.3967961221767094,0.3335386669136511,0.2119825993855825,0.1465833370741093,0.2218806169753646,1.0572556937178574,0.3387029560410232,0.1440860525096992,0.0791844291244986,0.1624598535008317,1.1061481034203788,0.1540933781200771
AT1G22060,3.848978297320037,3.2486503572708663,5.043552045378952,4.782690136369991,4.8271019716696175,5.0333793613928215,3.8004428251761664,4.045542761426666,3.740457467451037,3.300675529939386,3.994613269746587,3.801352922176549,4.205681728514026,3.91631559683625
AT5G55170,2.270262846623926,2.693184051439339,2.4143279050330877,2.545718038599692,2.933560727720267,3.153808430895529,2.472112646282561,3.746452932017388,2.161919169060817,2.484831112366259,2.713049523365893,2.296682372270605,3.8428025309323575,2.9023419772726897
AT5G56980,4.2922307470630745,5.847070436496556,5.52749263286797,4.775693409378061,4.795320399919182,5.482735976407381,4.095787816801544,4.828900615985743,4.1351021340717855,5.758477857923009,5.7059101175455496,4.322336160891128,4.769151722080426,5.615855083958697
AT1G04800,2.2032422739468145,4.672422398475332,7.694841895390331,7.027283699179345,6.9360737263389405,7.633249035234038,2.520634536797987,6.550312779283576,1.963739420414466,4.620717081945605,5.73501200503064,1.4552883743823968,6.6207739146479545,5.629328273631949
AT1G07960,4.4602046810393565,5.34209342412918,5.440342675584662,5.384684015582914,5.484846988409062,5.327439529420632,4.315007745018021,4.703991895074606,4.3754303513768695,5.19326492743829,5.220702013368928,4.63481173670753,4.6580304353272775,5.345177803849727
AT1G54390,4.194828049831103,3.90656877267941,4.414224275658606,4.247845644909075,4.562709439227059,4.421352644788491,4.050080064542937,4.278325151080602,3.756122220451833,4.1109656574992375,4.166705465141681,3.97085840208613,4.216076783071713,4.136601864709947
AT5G13980,5.278601151418828,3.542932054813773,5.134185330171982,4.985826115893116,5.07255888065717,5.1827123968913416,5.348706962888931,5.300399144711032,4.824219879040667,3.4755690356639675,4.2477031958433855,4.819310485158817,5.425022441290119,4.1300886667600025
AT4G32910,3.358019021485485,3.1327204406417435,4.431601274114811,4.365927485525758,4.366414199337743,4.419323340551174,3.425054090254113,3.8775402210451975,3.64946948782074,3.279094155670878,3.681120198878307,3.8998034115937874,4.227529201970979,3.53052655322007
AT4G28650,3.150081748592211,3.2077896224406994,4.122817186658352,3.884336597382399,3.903331979814953,4.0051666111737685,2.9491843251876166,3.676562665565753,3.4260672337154348,3.0501082683722363,3.5547128923562097,3.346122187330242,3.897761511938541,3.4389159723435614
AT3G53240,2.884343228829712,1.677431066134193,2.257469751722784,2.038038863644085,1.9689051981845984,1.9539164352815448,2.986542964705828,2.2729982943865985,2.8003500576882376,1.3826259228756563,1.355288250516582,2.7366832100235605,2.2935227660342647,1.468437006006151
AT4G39110,0.946677897807408,0.2603038787412129,1.0412925833319908,0.7800368853520863,1.2156733790569447,1.09714236491295,0.6630527591161062,0.492047539872402,1.0435449042891614,0.337166450159022,0.6468118281473842,0.7201443421743497,0.7415352713865452,0.5796324548542637
AT1G36160,5.351154806482027,4.716770296448822,6.1442802720314855,5.854196779654109,5.8175919699271255,6.179883364861411,5.1774877305221,5.057532011770662,5.291586586996552,4.74048447266424,5.076652893037232,5.143347693382073,5.147225429717555,5.106458466794789
AT4G00490,6.059180541428415,1.681350388035471,3.954398663143129,3.007783121637396,3.0875604853479395,4.075140359072704,6.28093079549791,4.34217727478707,5.46157736563782,2.11830884070323,2.520105057226388,5.095547486081252,4.574696604585229,2.7491629144519933
AT3G27560,4.169318560635247,4.881045926895653,5.193315442413465,5.233291591117843,4.916410788290564,5.2299337512359205,3.953395904098549,4.313383174363783,3.778484865916536,4.719162255903697,4.974718847698569,4.08249573435132,4.264546681789555,4.904477301660546
AT5G64570,4.685008004528115,7.725323188155984,6.46395732290088,7.804529980383004,7.829834674568778,6.503193890543887,4.562822043061896,7.748794562427484,5.858439317392825,7.758998412026805,7.528474280828311,6.142378338508218,7.669172927654025,7.531205155662467
AT2G31830,0.6334795931678554,0.4728828604064534,1.0681550146358538,0.983061886725676,0.7719100654333171,0.9767807173966504,0.679847977264031,0.4072612413936748,1.1183972359973475,0.4723195274958492,0.2951206509461236,0.9504110269394797,0.4430691654442869,0.8121499392113671
AT1G69510,7.045855680658251,6.863468941991681,7.710460113622258,7.702714986083717,7.673094907859089,7.668739692898554,7.070925494977409,7.1526088200718965,7.259223933068797,6.845463771878628,7.1048922164327575,7.318569954263934,7.083495363092519,7.099245291285639
AT4G03560,5.545015346266454,4.341211298302333,6.494983489835431,6.194959237199597,6.160485690505362,6.5186356205821925,5.632041452758503,5.682683507313756,5.3645322681243215,4.357375069220867,5.368695125011328,5.375433927373487,5.845674664218029,5.265549518585509
AT3G48900,0.2459415603366825,0.4815814589511138,0.3542416922721226,0.477147757478293,0.4829118732932641,0.4031000317645754,0.3225677633168984,0.4068836603351086,0.056416917700692,0.6359937385454522,0.5947192373003428,0.0838978141254798,0.4895427135779457,0.6731762327605137
AT1G32260,3.7073548685814206,4.067782476740018,4.374001996876321,4.096124410706325,4.520118437994146,4.060899241539731,3.9911891049170634,4.407060929091158,2.9993740899705106,4.036413971866076,3.5747475690616968,3.719223267211361,4.278796629181908,3.699794294965352
AT2G44650,7.29627403996978,4.955171070279274,5.687999552978262,5.511954587635644,5.611994416014831,5.816050655743041,7.273696699739091,4.878648726774945,6.619863524480032,4.742622580239213,5.133072113463316,6.714085416409467,4.867402459059511,5.373415048723229
AT3G42170,4.726355009266701,4.405879740501252,5.160943610696694,5.079233313914748,5.070641310954193,5.000809856061452,4.909921050639576,5.186260931208996,4.751231410721892,4.453989770996011,4.658571356166196,5.138536919914293,5.308960998769484,4.626215848097075
